pais,mes,tipo_asignacion,estado,servicios,expedientes
Chile,2024-03,SIN_TIPO,CANCELADA,652,583
Chile,2024-03,SIN_TIPO,CONCLUIDA,4,4
Chile,2024-04,ANCLAJE,CANCELADA,3,3
Chile,2024-04,ANCLAJE,CONCLUIDA,10,9
Chile,2024-04,ANCLAJE APP,CANCELADA,1,1
Chile,2024-04,ANCLAJE APP,CONCLUIDA,4,2
Chile,2024-04,MANUAL,CANCELADA,567,420
Chile,2024-04,MANUAL,CONCLUIDA,866,664
Chile,2024-04,SIN_TIPO,CANCELADA,713,642
Chile,2024-04,SIN_TIPO,CONCLUIDA,2,2
Chile,2024-05,ANCLAJE APP,CANCELADA,1,1
Chile,2024-05,ANCLAJE APP,CONCLUIDA,3,2
Chile,2024-05,ANCLAJE BASE,CONCLUIDA,6,4
Chile,2024-05,APP,CONCLUIDA,2,2
Chile,2024-05,MANUAL,CANCELADA,650,482
Chile,2024-05,MANUAL,CONCLUIDA,918,728
Chile,2024-05,SIN_TIPO,CANCELADA,714,643
Chile,2024-05,SIN_TIPO,CONCLUIDA,1,1
Chile,2024-06,ANCLAJE BASE,CANCELADA,13,10
Chile,2024-06,ANCLAJE BASE,CONCLUIDA,23,20
Chile,2024-06,MANUAL,CANCELADA,503,409
Chile,2024-06,MANUAL,CONCLUIDA,734,583
Chile,2024-06,SIN_TIPO,CANCELADA,722,633
Chile,2024-06,SIN_TIPO,CONCLUIDA,4,4
Chile,2024-07,ANCLAJE APP,CANCELADA,18,16
Chile,2024-07,ANCLAJE APP,CONCLUIDA,32,28
Chile,2024-07,ANCLAJE BASE,CANCELADA,25,19
Chile,2024-07,ANCLAJE BASE,CONCLUIDA,25,22
Chile,2024-07,APP,CONCLUIDA,1,1
Chile,2024-07,MANUAL,CANCELADA,486,400
Chile,2024-07,MANUAL,CONCLUIDA,768,640
Chile,2024-07,SIN_TIPO,CANCELADA,795,720
Chile,2024-07,SIN_TIPO,CONCLUIDA,4,4
Chile,2024-08,ANCLAJE APP SOA,CANCELADA,29,26
Chile,2024-08,ANCLAJE APP SOA,CONCLUIDA,37,37
Chile,2024-08,ANCLAJE BASE,CANCELADA,81,67
Chile,2024-08,ANCLAJE BASE,CONCLUIDA,106,76
Chile,2024-08,APP,CANCELADA,1,1
Chile,2024-08,APP,CONCLUIDA,3,2
Chile,2024-08,BASE AUTOMATICO,CANCELADA,3,1
Chile,2024-08,MANUAL,CANCELADA,429,349
Chile,2024-08,MANUAL,CONCLUIDA,689,559
Chile,2024-08,SIN_TIPO,CANCELADA,634,579
Chile,2024-08,SIN_TIPO,CONCLUIDA,12,12
Chile,2024-09,ANCLAJE APP SOA,CANCELADA,328,286
Chile,2024-09,ANCLAJE APP SOA,CONCLUIDA,360,310
Chile,2024-09,ANCLAJE BASE,CANCELADA,97,72
Chile,2024-09,ANCLAJE BASE,CONCLUIDA,106,86
Chile,2024-09,MANUAL,CANCELADA,87,68
Chile,2024-09,MANUAL,CONCLUIDA,162,133
Chile,2024-09,SIN_TIPO,CANCELADA,566,532
Chile,2024-09,SIN_TIPO,CONCLUIDA,9,9
Chile,2024-10,ANCLAJE BASE,CANCELADA,69,60
Chile,2024-10,ANCLAJE BASE,CONCLUIDA,73,61
Chile,2024-10,MANUAL,CANCELADA,453,376
Chile,2024-10,MANUAL,CONCLUIDA,656,550
Chile,2024-10,SIN_TIPO,CANCELADA,577,541
Chile,2024-10,SIN_TIPO,CONCLUIDA,18,18
Chile,2024-11,ANCLAJE BASE,CANCELADA,51,41
Chile,2024-11,ANCLAJE BASE,CONCLUIDA,73,56
Chile,2024-11,MANUAL,CANCELADA,403,336
Chile,2024-11,MANUAL,CONCLUIDA,534,435
Chile,2024-11,SIN_TIPO,CANCELADA,509,487
Chile,2024-11,SIN_TIPO,CONCLUIDA,4,4
Chile,2024-12,ANCLAJE APP SOA,CANCELADA,37,7
Chile,2024-12,ANCLAJE APP SOA,CONCLUIDA,43,5
Chile,2024-12,ANCLAJE BASE,CANCELADA,42,31
Chile,2024-12,ANCLAJE BASE,CONCLUIDA,43,35
Chile,2024-12,APP,CANCELADA,20,7
Chile,2024-12,APP,CONCLUIDA,24,8
Chile,2024-12,MANUAL,CANCELADA,402,338
Chile,2024-12,MANUAL,CONCLUIDA,529,447
Chile,2024-12,SIN_TIPO,CANCELADA,654,624
Chile,2025-01,ANCLAJE APP SOA,CANCELADA,40,14
Chile,2025-01,ANCLAJE APP SOA,CONCLUIDA,21,16
Chile,2025-01,ANCLAJE BASE,CANCELADA,44,40
Chile,2025-01,ANCLAJE BASE,CONCLUIDA,53,49
Chile,2025-01,APP,CANCELADA,27,8
Chile,2025-01,APP,CONCLUIDA,12,3
Chile,2025-01,MANUAL,CANCELADA,450,381
Chile,2025-01,MANUAL,CONCLUIDA,628,528
Chile,2025-01,SIN_TIPO,CANCELADA,689,652
Chile,2025-02,ANCLAJE APP SOA,CANCELADA,40,24
Chile,2025-02,ANCLAJE APP SOA,CONCLUIDA,24,20
Chile,2025-02,ANCLAJE BASE,CANCELADA,35,33
Chile,2025-02,ANCLAJE BASE,CONCLUIDA,77,63
Chile,2025-02,APP,CANCELADA,4,2
Chile,2025-02,APP,CONCLUIDA,8,4
Chile,2025-02,MANUAL,CANCELADA,407,343
Chile,2025-02,MANUAL,CONCLUIDA,482,402
Chile,2025-02,SIN_TIPO,CANCELADA,625,586
Chile,2025-03,ANCLAJE APP SOA,CANCELADA,28,11
Chile,2025-03,ANCLAJE APP SOA,CONCLUIDA,27,23
Chile,2025-03,ANCLAJE BASE,CANCELADA,45,39
Chile,2025-03,ANCLAJE BASE,CONCLUIDA,70,54
Chile,2025-03,APIROUTE1,CANCELADA,5,1
Chile,2025-03,APP,CANCELADA,1,1
Chile,2025-03,MANUAL,CANCELADA,339,292
Chile,2025-03,MANUAL,CONCLUIDA,508,436
Chile,2025-03,SIN_TIPO,CANCELADA,614,590
Chile,2025-03,SIN_TIPO,CONCLUIDA,10,10
Chile,2025-04,ANCLAJE APP SOA,CANCELADA,14,12
Chile,2025-04,ANCLAJE APP SOA,CONCLUIDA,22,20
Chile,2025-04,ANCLAJE BASE,CANCELADA,43,40
Chile,2025-04,ANCLAJE BASE,CONCLUIDA,72,63
Chile,2025-04,APP,CANCELADA,2,2
Chile,2025-04,MANUAL,CANCELADA,363,315
Chile,2025-04,MANUAL,CONCLUIDA,394,355
Chile,2025-04,MANUAL,PROCESO,1,1
Chile,2025-04,SIN_TIPO,CANCELADA,593,575
Chile,2025-05,ANCLAJE APP SOA,CANCELADA,27,18
Chile,2025-05,ANCLAJE APP SOA,CONCLUIDA,35,27
Chile,2025-05,ANCLAJE BASE,CANCELADA,33,31
Chile,2025-05,ANCLAJE BASE,CONCLUIDA,48,42
Chile,2025-05,APP,CANCELADA,6,2
Chile,2025-05,APP,CONCLUIDA,1,1
Chile,2025-05,MANUAL,CANCELADA,349,301
Chile,2025-05,MANUAL,CONCLUIDA,417,347
Chile,2025-05,MANUAL,PROCESO,1,1
Chile,2025-05,SIN_TIPO,CANCELADA,556,526
Chile,2025-05,SIN_TIPO,CONCLUIDA,10,10
Chile,2025-06,ANCLAJE APP SOA,CANCELADA,25,18
Chile,2025-06,ANCLAJE APP SOA,CONCLUIDA,33,26
Chile,2025-06,ANCLAJE BASE,CANCELADA,20,16
Chile,2025-06,ANCLAJE BASE,CONCLUIDA,30,24
Chile,2025-06,APP,CANCELADA,7,2
Chile,2025-06,APP,CONCLUIDA,5,2
Chile,2025-06,MANUAL,CANCELADA,367,296
Chile,2025-06,MANUAL,CONCLUIDA,464,386
Chile,2025-06,SIN_TIPO,CANCELADA,729,684
Chile,2025-06,SIN_TIPO,CONCLUIDA,10,10
Chile,2025-07,ANCLAJE APP SOA,CANCELADA,13,10
Chile,2025-07,ANCLAJE APP SOA,CONCLUIDA,62,42
Chile,2025-07,ANCLAJE BASE,CANCELADA,31,29
Chile,2025-07,ANCLAJE BASE,CONCLUIDA,44,33
Chile,2025-07,MANUAL,CANCELADA,433,346
Chile,2025-07,MANUAL,CONCLUIDA,486,415
Chile,2025-07,MANUAL,PROCESO,1,1
Chile,2025-07,SIN_TIPO,CANCELADA,775,725
Chile,2025-07,SIN_TIPO,CONCLUIDA,2,2
Chile,2025-08,ANCLAJE APP SOA,CANCELADA,9,8
Chile,2025-08,ANCLAJE APP SOA,CONCLUIDA,14,13
Chile,2025-08,ANCLAJE BASE,CANCELADA,29,26
Chile,2025-08,ANCLAJE BASE,CONCLUIDA,53,42
Chile,2025-08,ANCLAJE BASE,PROCESO,2,2
Chile,2025-08,BASE AUTOMATICO,CANCELADA,1,1
Chile,2025-08,MANUAL,CANCELADA,376,309
Chile,2025-08,MANUAL,CONCLUIDA,471,380
Chile,2025-08,MANUAL,PROCESO,9,8
Chile,2025-08,SIN_TIPO,CANCELADA,542,495
Chile,2025-08,SIN_TIPO,CONCLUIDA,1,1
Chile,2025-08,SIN_TIPO,PROCESO,6,6
Chile,2025-09,ANCLAJE APP SOA,CANCELADA,8,8
Chile,2025-09,ANCLAJE APP SOA,CONCLUIDA,29,19
Chile,2025-09,ANCLAJE BASE,CANCELADA,46,32
Chile,2025-09,ANCLAJE BASE,CONCLUIDA,25,23
Chile,2025-09,APP,CANCELADA,2,2
Chile,2025-09,APP,CONCLUIDA,1,1
Chile,2025-09,MANUAL,CANCELADA,395,319
Chile,2025-09,MANUAL,CONCLUIDA,520,411
Chile,2025-09,MANUAL,PROCESO,16,15
Chile,2025-09,SIN_TIPO,CANCELADA,382,356
Chile,2025-09,SIN_TIPO,CONCLUIDA,3,3
Chile,2025-09,SIN_TIPO,PROCESO,20,20
Chile,2025-10,ANCLAJE APP SOA,CANCELADA,25,11
Chile,2025-10,ANCLAJE APP SOA,CONCLUIDA,20,15
Chile,2025-10,ANCLAJE APP SOA,PROCESO,1,1
Chile,2025-10,ANCLAJE BASE,CANCELADA,22,19
Chile,2025-10,ANCLAJE BASE,CONCLUIDA,23,16
Chile,2025-10,ANCLAJE BASE,PROCESO,23,16
Chile,2025-10,APP,CANCELADA,26,3
Chile,2025-10,APP,CONCLUIDA,1,1
Chile,2025-10,APP,PROCESO,1,1
Chile,2025-10,MANUAL,CANCELADA,247,208
Chile,2025-10,MANUAL,CONCLUIDA,397,323
Chile,2025-10,MANUAL,PROCESO,132,117
Chile,2025-10,SIN_TIPO,CANCELADA,346,313
Chile,2025-10,SIN_TIPO,PROCESO,106,99
Colombia,2023-11,APP,CANCELADA,1,1
Colombia,2023-11,APP,CONCLUIDA,1,1
Colombia,2023-11,MANUAL,CONCLUIDA,2,1
Colombia,2023-12,ANCLAJE,CANCELADA,1,1
Colombia,2023-12,ANCLAJE,CONCLUIDA,5,2
Colombia,2023-12,APP,CANCELADA,7,4
Colombia,2023-12,APP,CONCLUIDA,11,4
Colombia,2023-12,SIN_TIPO,CANCELADA,9,9
Colombia,2024-01,MANUAL,CANCELADA,1,1
Colombia,2024-01,SIN_TIPO,CANCELADA,10,10
Colombia,2024-02,APP,CANCELADA,1,1
Colombia,2024-03,SIN_TIPO,CANCELADA,2,2
Colombia,2024-04,MANUAL,CANCELADA,1,1
Colombia,2024-04,SIN_TIPO,CANCELADA,1,1
Colombia,2024-05,MANUAL,CANCELADA,1,1
Colombia,2024-05,SIN_TIPO,CANCELADA,2,2
Colombia,2024-06,SIN_TIPO,CANCELADA,1,1
Colombia,2024-07,SIN_TIPO,CANCELADA,3,3
Colombia,2024-08,SIN_TIPO,CANCELADA,2,2
Colombia,2024-10,MANUAL,CANCELADA,1,1
Colombia,2024-10,MANUAL,CONCLUIDA,3,1
Colombia,2024-10,SIN_TIPO,CANCELADA,1,1
Colombia,2024-11,MANUAL,CANCELADA,2,1
Colombia,2024-11,SIN_TIPO,CANCELADA,11,11
Colombia,2025-01,SIN_TIPO,CANCELADA,7,6
Colombia,2025-02,MANUAL,CANCELADA,3,2
Colombia,2025-02,MANUAL,CONCLUIDA,1,1
Colombia,2025-02,SIN_TIPO,CANCELADA,1,1
Colombia,2025-03,MANUAL,CANCELADA,2,1
Colombia,2025-04,SIN_TIPO,CANCELADA,1,1
Colombia,2025-05,SIN_TIPO,CANCELADA,1,1
Colombia,2025-06,SIN_TIPO,CANCELADA,4,4
Colombia,2025-06,SIN_TIPO,CONCLUIDA,21,21
Colombia,2025-07,SIN_TIPO,CONCLUIDA,53,53
Colombia,2025-08,SIN_TIPO,CONCLUIDA,44,44
Colombia,2025-09,APIROUTE1,CANCELADA,58,4
Colombia,2025-09,APIROUTE1,CONCLUIDA,2,1
Colombia,2025-09,APIROUTE1,PROCESO,16,1
Colombia,2025-09,MANUAL,PROCESO,1,1
Colombia,2025-09,SIN_TIPO,CANCELADA,20,5
Colombia,2025-09,SIN_TIPO,CONCLUIDA,34,33
Colombia,2025-09,SIN_TIPO,PROCESO,2,2
Colombia,2025-10,SIN_TIPO,CONCLUIDA,14,14
Colombia,2025-10,SIN_TIPO,PROCESO,1,1
Costa Rica,2023-03,ANCLAJE,CANCELADA,71,52
Costa Rica,2023-03,ANCLAJE,CONCLUIDA,51,42
Costa Rica,2023-03,APP,CANCELADA,69,56
Costa Rica,2023-03,APP,CONCLUIDA,60,58
Costa Rica,2023-03,MANUAL,CANCELADA,153,95
Costa Rica,2023-03,MANUAL,CONCLUIDA,335,243
Costa Rica,2023-03,SIN_TIPO,CANCELADA,275,225
Costa Rica,2023-03,SIN_TIPO,CONCLUIDA,73,73
Costa Rica,2023-04,ANCLAJE,CANCELADA,98,67
Costa Rica,2023-04,ANCLAJE,CONCLUIDA,309,201
Costa Rica,2023-04,APP,CANCELADA,111,98
Costa Rica,2023-04,APP,CONCLUIDA,174,142
Costa Rica,2023-04,MANUAL,CANCELADA,740,409
Costa Rica,2023-04,MANUAL,CONCLUIDA,2666,1757
Costa Rica,2023-04,SIN_TIPO,CANCELADA,1802,1429
Costa Rica,2023-04,SIN_TIPO,CONCLUIDA,500,497
Costa Rica,2023-05,ANCLAJE,CANCELADA,44,32
Costa Rica,2023-05,ANCLAJE,CONCLUIDA,240,191
Costa Rica,2023-05,APP,CANCELADA,97,58
Costa Rica,2023-05,APP,CONCLUIDA,224,200
Costa Rica,2023-05,MANUAL,CANCELADA,680,463
Costa Rica,2023-05,MANUAL,CONCLUIDA,3261,2302
Costa Rica,2023-05,SIN_TIPO,CANCELADA,1700,1318
Costa Rica,2023-05,SIN_TIPO,CONCLUIDA,797,796
Costa Rica,2023-06,ANCLAJE,CANCELADA,30,18
Costa Rica,2023-06,ANCLAJE,CONCLUIDA,198,162
Costa Rica,2023-06,APP,CANCELADA,54,32
Costa Rica,2023-06,APP,CONCLUIDA,144,138
Costa Rica,2023-06,MANUAL,CANCELADA,610,409
Costa Rica,2023-06,MANUAL,CONCLUIDA,2824,2068
Costa Rica,2023-06,SIN_TIPO,CANCELADA,1300,1086
Costa Rica,2023-06,SIN_TIPO,CONCLUIDA,825,825
Costa Rica,2023-07,ANCLAJE,CANCELADA,27,23
Costa Rica,2023-07,ANCLAJE,CONCLUIDA,290,223
Costa Rica,2023-07,APP,CANCELADA,22,20
Costa Rica,2023-07,APP,CONCLUIDA,134,128
Costa Rica,2023-07,MANUAL,CANCELADA,696,431
Costa Rica,2023-07,MANUAL,CONCLUIDA,2385,1829
Costa Rica,2023-07,SIN_TIPO,CANCELADA,1380,1150
Costa Rica,2023-07,SIN_TIPO,CONCLUIDA,764,763
Costa Rica,2023-08,ANCLAJE,CANCELADA,129,93
Costa Rica,2023-08,ANCLAJE,CONCLUIDA,647,573
Costa Rica,2023-08,APP,CANCELADA,24,20
Costa Rica,2023-08,APP,CONCLUIDA,153,144
Costa Rica,2023-08,MANUAL,CANCELADA,755,453
Costa Rica,2023-08,MANUAL,CONCLUIDA,2489,1752
Costa Rica,2023-08,SIN_TIPO,CANCELADA,1261,1068
Costa Rica,2023-08,SIN_TIPO,CONCLUIDA,1078,1073
Costa Rica,2023-09,ANCLAJE,CANCELADA,122,89
Costa Rica,2023-09,ANCLAJE,CONCLUIDA,685,582
Costa Rica,2023-09,APP,CANCELADA,41,24
Costa Rica,2023-09,APP,CONCLUIDA,170,168
Costa Rica,2023-09,MANUAL,CANCELADA,642,403
Costa Rica,2023-09,MANUAL,CONCLUIDA,2590,1802
Costa Rica,2023-09,SIN_TIPO,CANCELADA,1073,948
Costa Rica,2023-09,SIN_TIPO,CONCLUIDA,823,822
Costa Rica,2023-10,ANCLAJE,CANCELADA,238,173
Costa Rica,2023-10,ANCLAJE,CONCLUIDA,1246,1012
Costa Rica,2023-10,APP,CANCELADA,40,31
Costa Rica,2023-10,APP,CONCLUIDA,238,215
Costa Rica,2023-10,MANUAL,CANCELADA,619,399
Costa Rica,2023-10,MANUAL,CONCLUIDA,1953,1389
Costa Rica,2023-10,SIN_TIPO,CANCELADA,1330,1098
Costa Rica,2023-10,SIN_TIPO,CONCLUIDA,987,986
Costa Rica,2023-11,ANCLAJE,CANCELADA,147,127
Costa Rica,2023-11,ANCLAJE,CONCLUIDA,848,744
Costa Rica,2023-11,APP,CANCELADA,26,25
Costa Rica,2023-11,APP,CONCLUIDA,217,203
Costa Rica,2023-11,MANUAL,CANCELADA,728,502
Costa Rica,2023-11,MANUAL,CONCLUIDA,2336,1654
Costa Rica,2023-11,SIN_TIPO,CANCELADA,1291,1118
Costa Rica,2023-11,SIN_TIPO,CONCLUIDA,817,815
Costa Rica,2023-12,ANCLAJE,CANCELADA,117,91
Costa Rica,2023-12,ANCLAJE,CONCLUIDA,778,628
Costa Rica,2023-12,APP,CANCELADA,52,30
Costa Rica,2023-12,APP,CONCLUIDA,130,122
Costa Rica,2023-12,MANUAL,CANCELADA,758,412
Costa Rica,2023-12,MANUAL,CONCLUIDA,1896,1381
Costa Rica,2023-12,SIN_TIPO,CANCELADA,1215,975
Costa Rica,2023-12,SIN_TIPO,CONCLUIDA,568,566
Costa Rica,2024-01,ANCLAJE,CANCELADA,208,161
Costa Rica,2024-01,ANCLAJE,CONCLUIDA,962,800
Costa Rica,2024-01,APP,CANCELADA,49,25
Costa Rica,2024-01,APP,CONCLUIDA,133,114
Costa Rica,2024-01,MANUAL,CANCELADA,771,451
Costa Rica,2024-01,MANUAL,CONCLUIDA,2125,1499
Costa Rica,2024-01,SIN_TIPO,CANCELADA,1250,1034
Costa Rica,2024-01,SIN_TIPO,CONCLUIDA,647,646
Costa Rica,2024-02,ANCLAJE,CANCELADA,211,166
Costa Rica,2024-02,ANCLAJE,CONCLUIDA,1035,827
Costa Rica,2024-02,APP,CANCELADA,28,22
Costa Rica,2024-02,APP,CONCLUIDA,89,86
Costa Rica,2024-02,MANUAL,CANCELADA,729,427
Costa Rica,2024-02,MANUAL,CONCLUIDA,1964,1404
Costa Rica,2024-02,SIN_TIPO,CANCELADA,1016,835
Costa Rica,2024-02,SIN_TIPO,CONCLUIDA,536,535
Costa Rica,2024-03,ANCLAJE,CANCELADA,211,155
Costa Rica,2024-03,ANCLAJE,CONCLUIDA,1086,867
Costa Rica,2024-03,APP,CANCELADA,68,30
Costa Rica,2024-03,APP,CONCLUIDA,118,111
Costa Rica,2024-03,MANUAL,CANCELADA,712,334
Costa Rica,2024-03,MANUAL,CONCLUIDA,1767,1245
Costa Rica,2024-03,SIN_TIPO,CANCELADA,1148,945
Costa Rica,2024-03,SIN_TIPO,CONCLUIDA,488,488
Costa Rica,2024-04,ANCLAJE,CANCELADA,84,74
Costa Rica,2024-04,ANCLAJE,CONCLUIDA,459,390
Costa Rica,2024-04,ANCLAJE APP,CANCELADA,132,101
Costa Rica,2024-04,ANCLAJE APP,CONCLUIDA,583,477
Costa Rica,2024-04,ANCLAJE APP SOA,CONCLUIDA,1,1
Costa Rica,2024-04,APP,CANCELADA,19,12
Costa Rica,2024-04,APP,CONCLUIDA,107,107
Costa Rica,2024-04,MANUAL,CANCELADA,744,448
Costa Rica,2024-04,MANUAL,CONCLUIDA,2259,1676
Costa Rica,2024-04,SIN_TIPO,CANCELADA,1133,978
Costa Rica,2024-04,SIN_TIPO,CONCLUIDA,488,488
Costa Rica,2024-05,ANCLAJE APP,CANCELADA,179,140
Costa Rica,2024-05,ANCLAJE APP,CONCLUIDA,1071,827
Costa Rica,2024-05,ANCLAJE APP SOA,CONCLUIDA,4,4
Costa Rica,2024-05,APP,CANCELADA,9,8
Costa Rica,2024-05,APP,CONCLUIDA,89,87
Costa Rica,2024-05,MANUAL,CANCELADA,779,537
Costa Rica,2024-05,MANUAL,CONCLUIDA,2143,1666
Costa Rica,2024-05,SIN_TIPO,CANCELADA,1295,1138
Costa Rica,2024-05,SIN_TIPO,CONCLUIDA,540,539
Costa Rica,2024-06,ANCLAJE APP,CANCELADA,136,113
Costa Rica,2024-06,ANCLAJE APP,CONCLUIDA,953,801
Costa Rica,2024-06,APP,CANCELADA,25,24
Costa Rica,2024-06,APP,CONCLUIDA,238,220
Costa Rica,2024-06,MANUAL,CANCELADA,496,326
Costa Rica,2024-06,MANUAL,CONCLUIDA,1544,1242
Costa Rica,2024-06,SIN_TIPO,CANCELADA,1262,1127
Costa Rica,2024-06,SIN_TIPO,CONCLUIDA,479,478
Costa Rica,2024-07,ANCLAJE APP,CANCELADA,128,114
Costa Rica,2024-07,ANCLAJE APP,CONCLUIDA,812,695
Costa Rica,2024-07,ANCLAJE APP SOA,CANCELADA,15,14
Costa Rica,2024-07,ANCLAJE APP SOA,CONCLUIDA,103,98
Costa Rica,2024-07,APP,CANCELADA,47,46
Costa Rica,2024-07,APP,CONCLUIDA,373,351
Costa Rica,2024-07,MANUAL,CANCELADA,402,338
Costa Rica,2024-07,MANUAL,CONCLUIDA,1306,1127
Costa Rica,2024-07,SIN_TIPO,CANCELADA,944,918
Costa Rica,2024-07,SIN_TIPO,CONCLUIDA,567,565
Costa Rica,2024-08,ANCLAJE APP SOA,CANCELADA,144,131
Costa Rica,2024-08,ANCLAJE APP SOA,CONCLUIDA,598,540
Costa Rica,2024-08,ANCLAJE BASE,CONCLUIDA,4,1
Costa Rica,2024-08,APP,CANCELADA,58,55
Costa Rica,2024-08,APP,CONCLUIDA,673,598
Costa Rica,2024-08,MANUAL,CANCELADA,302,262
Costa Rica,2024-08,MANUAL,CONCLUIDA,1232,1055
Costa Rica,2024-08,SIN_TIPO,CANCELADA,1108,1079
Costa Rica,2024-08,SIN_TIPO,CONCLUIDA,591,587
Costa Rica,2024-09,ANCLAJE APP SOA,CANCELADA,211,188
Costa Rica,2024-09,ANCLAJE APP SOA,CONCLUIDA,1061,932
Costa Rica,2024-09,ANCLAJE BASE,CONCLUIDA,1,1
Costa Rica,2024-09,APP,CANCELADA,40,39
Costa Rica,2024-09,APP,CONCLUIDA,437,406
Costa Rica,2024-09,MANUAL,CANCELADA,363,293
Costa Rica,2024-09,MANUAL,CONCLUIDA,1253,1063
Costa Rica,2024-09,SIN_TIPO,CANCELADA,1130,1096
Costa Rica,2024-09,SIN_TIPO,CONCLUIDA,789,783
Costa Rica,2024-10,ANCLAJE APP SOA,CANCELADA,182,165
Costa Rica,2024-10,ANCLAJE APP SOA,CONCLUIDA,1212,1082
Costa Rica,2024-10,ANCLAJE BASE,CANCELADA,2,2
Costa Rica,2024-10,APP,CANCELADA,37,32
Costa Rica,2024-10,APP,CONCLUIDA,357,330
Costa Rica,2024-10,MANUAL,CANCELADA,446,366
Costa Rica,2024-10,MANUAL,CONCLUIDA,1409,1211
Costa Rica,2024-10,SIN_TIPO,CANCELADA,1392,1345
Costa Rica,2024-10,SIN_TIPO,CONCLUIDA,685,677
Costa Rica,2024-11,ANCLAJE APP SOA,CANCELADA,190,177
Costa Rica,2024-11,ANCLAJE APP SOA,CONCLUIDA,1318,1176
Costa Rica,2024-11,ANCLAJE BASE,CONCLUIDA,2,1
Costa Rica,2024-11,APP,CANCELADA,19,19
Costa Rica,2024-11,APP,CONCLUIDA,259,239
Costa Rica,2024-11,MANUAL,CANCELADA,417,345
Costa Rica,2024-11,MANUAL,CONCLUIDA,1474,1248
Costa Rica,2024-11,SIN_TIPO,CANCELADA,1460,1410
Costa Rica,2024-11,SIN_TIPO,CONCLUIDA,448,448
Costa Rica,2024-12,ANCLAJE APP SOA,CANCELADA,281,254
Costa Rica,2024-12,ANCLAJE APP SOA,CONCLUIDA,1410,1210
Costa Rica,2024-12,ANCLAJE BASE,CANCELADA,1,1
Costa Rica,2024-12,ANCLAJE BASE,CONCLUIDA,1,1
Costa Rica,2024-12,APP,CANCELADA,21,21
Costa Rica,2024-12,APP,CONCLUIDA,158,153
Costa Rica,2024-12,MANUAL,CANCELADA,368,310
Costa Rica,2024-12,MANUAL,CONCLUIDA,1251,1077
Costa Rica,2024-12,SIN_TIPO,CANCELADA,1245,1202
Costa Rica,2024-12,SIN_TIPO,CONCLUIDA,359,358
Costa Rica,2025-01,ANCLAJE APP SOA,CANCELADA,266,239
Costa Rica,2025-01,ANCLAJE APP SOA,CONCLUIDA,1554,1340
Costa Rica,2025-01,ANCLAJE BASE,CONCLUIDA,4,2
Costa Rica,2025-01,APP,CANCELADA,36,27
Costa Rica,2025-01,APP,CONCLUIDA,278,262
Costa Rica,2025-01,MANUAL,CANCELADA,373,319
Costa Rica,2025-01,MANUAL,CONCLUIDA,1390,1196
Costa Rica,2025-01,SIN_TIPO,CANCELADA,1454,1407
Costa Rica,2025-01,SIN_TIPO,CONCLUIDA,410,409
Costa Rica,2025-02,ANCLAJE APP SOA,CANCELADA,166,158
Costa Rica,2025-02,ANCLAJE APP SOA,CONCLUIDA,1305,1135
Costa Rica,2025-02,ANCLAJE BASE,CANCELADA,2,1
Costa Rica,2025-02,APP,CANCELADA,14,14
Costa Rica,2025-02,APP,CONCLUIDA,67,67
Costa Rica,2025-02,MANUAL,CANCELADA,264,228
Costa Rica,2025-02,MANUAL,CONCLUIDA,1266,1056
Costa Rica,2025-02,SIN_TIPO,CANCELADA,1098,1070
Costa Rica,2025-02,SIN_TIPO,CONCLUIDA,446,444
Costa Rica,2025-03,ANCLAJE APP SOA,CANCELADA,181,167
Costa Rica,2025-03,ANCLAJE APP SOA,CONCLUIDA,1394,1167
Costa Rica,2025-03,ANCLAJE BASE,CANCELADA,5,1
Costa Rica,2025-03,APP,CANCELADA,5,4
Costa Rica,2025-03,APP,CONCLUIDA,41,41
Costa Rica,2025-03,MANUAL,CANCELADA,313,265
Costa Rica,2025-03,MANUAL,CONCLUIDA,1462,1222
Costa Rica,2025-03,SIN_TIPO,CANCELADA,1160,1126
Costa Rica,2025-03,SIN_TIPO,CONCLUIDA,484,484
Costa Rica,2025-04,ANCLAJE APP SOA,CANCELADA,160,150
Costa Rica,2025-04,ANCLAJE APP SOA,CONCLUIDA,1164,963
Costa Rica,2025-04,ANCLAJE BASE,CANCELADA,9,9
Costa Rica,2025-04,ANCLAJE BASE,CONCLUIDA,103,96
Costa Rica,2025-04,APP,CANCELADA,11,7
Costa Rica,2025-04,APP,CONCLUIDA,41,41
Costa Rica,2025-04,MANUAL,CANCELADA,288,234
Costa Rica,2025-04,MANUAL,CONCLUIDA,1751,1242
Costa Rica,2025-04,SIN_TIPO,CANCELADA,948,923
Costa Rica,2025-04,SIN_TIPO,CONCLUIDA,503,501
Costa Rica,2025-05,ANCLAJE APP SOA,CANCELADA,252,214
Costa Rica,2025-05,ANCLAJE APP SOA,CONCLUIDA,1309,1073
Costa Rica,2025-05,ANCLAJE BASE,CANCELADA,22,22
Costa Rica,2025-05,ANCLAJE BASE,CONCLUIDA,92,92
Costa Rica,2025-05,APP,CANCELADA,12,12
Costa Rica,2025-05,APP,CONCLUIDA,48,48
Costa Rica,2025-05,MANUAL,CANCELADA,376,332
Costa Rica,2025-05,MANUAL,CONCLUIDA,1776,1376
Costa Rica,2025-05,SIN_TIPO,CANCELADA,1106,1081
